,Product Title,Price,Rating,Free Shipping Status,Daraz Mall Status,Seller Rating,Ship on Time Score,Link
95,Xiaomi Redmi Note 10 / Note 10S Multi Color Matte Soft Tpu Case Silicone Thin Back Cover,Rs. 338,4.8,True,False,90%,16%,https://www.daraz.pk/products/xiaomi-redmi-note-10-note-10s-multi-color-matte-soft-tpu-case-silicone-thin-back-cover-i109408019-s1464698487.html?search=1
96,Xiaomi Redmi Note 4 / Note 4x ( Snapdragon 625 ) Battery Replacement BN43 Battery with 4000mAh Capacity_Black,"Rs. 1,395",4.3,True,False,85%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-4-note-4x-snapdragon-625-battery-replacement-bn43-battery-with-4000mah-capacity_black-i129524414-s1289294452.html?search=1
97,Protector of Phone For Redmi Note 11 4G Silicone Case With Camera Protection,Rs. 349,4.8,True,True,95%,100%,https://www.daraz.pk/products/protector-of-phone-for-redmi-note-11-4g-silicone-case-with-camera-protection-i280524248-s1508904631.html?search=1
98,For Xiaomi Redmi Note 12 4G 3in1 Screen Protector Hydrogel Soft Film Camera Film For Redmi Note12 4G Full Coverage Front Back Protective Film Not Glass,Rs. 617,5.0,True,False,86%,100%,https://www.daraz.pk/products/for-xiaomi-redmi-note-12-4g-3in1-screen-protector-hydrogel-soft-film-camera-film-for-redmi-note12-4g-full-coverage-front-back-protective-film-not-glass-i427612076-s2031650062.html?search=1
99,Xiaomi Redmi Note 9S Anti shock Case Cover Antishock Case Shockproof.,Rs. 118,4.6,True,False,88%,100%,https://www.daraz.pk/products/9s-i147814721-s1311218342.html?search=1
100,Vantime for Xiaomi Redmi Note 12 Pro 4G Case Soft Pure Leather Slim Matte Back Cover,Rs. 841,4.4,False,True,92%,100%,https://www.daraz.pk/products/vantime-for-xiaomi-redmi-note-12-pro-4g-case-soft-pure-leather-slim-matte-back-cover-i430062339-s2048181894.html?search=1
101,Jizetin (Free Lanyard) for Redmi Note 12 4G Back Cover Pure Color Luxury 6D Plating Case Side Pattern Soft Silicone Square Mobile Phone Cases,Rs. 502,4.5,False,True,94%,100%,https://www.daraz.pk/products/jizetin-free-lanyard-for-redmi-note-12-4g-back-cover-pure-color-luxury-6d-plating-case-side-pattern-soft-silicone-square-mobile-phone-cases-i415828983-s1975849505.html?search=1
102,For Redmi Note 12 4G Silicone Shield Case Anti-Drop For Redmi Note12 4G Safety Protection Phantom Shockproof Back Cover,Rs. 713,4.6,True,False,86%,100%,https://www.daraz.pk/products/for-redmi-note-12-4g-silicone-shield-case-anti-drop-for-redmi-note12-4g-safety-protection-phantom-shockproof-back-cover-i418011818-s1981400647.html?search=1
103,Relaxtoo For Xiaomi Redmi Note 10 Pro Note10pro 2pcs Screen Protector Glass For Redmi Redmy Note10 Pro Note 10pro Tempered Glass Cover,Rs. 557,5.0,True,True,85%,100%,https://www.daraz.pk/products/relaxtoo-for-xiaomi-redmi-note-10-pro-note10pro-2pcs-screen-protector-glass-for-redmi-redmy-note10-pro-note-10pro-tempered-glass-cover-i335976248-s1739723329.html?search=1
104,Quiberk for Xiaomi Redmi Note 12 4G Case Macaron Color Liquid Silicone Shockproof Soft Back Phone Cover,Rs. 584,4.5,False,True,90%,100%,https://www.daraz.pk/products/quiberk-for-xiaomi-redmi-note-12-4g-case-macaron-color-liquid-silicone-shockproof-soft-back-phone-cover-i422983348-s2002098148.html?search=1
105,Xiaomi Redmi Note 11 Ceramic Matte Screen Protector 9D 11D 21D 100D Fiber Sheet Born PUBG For redmi note 11 - Semi Transparent,Rs. 142,4.4,True,False,77%,80%,https://www.daraz.pk/products/11-9d-11d-21d-100d-pubg-11-i268984714-s1483142217.html?search=1
106,Redmi Note 10 (4G) New Soft Matte Ultra-Slim Phone Case Back Cover,Rs. 265,4.7,True,False,91%,80%,https://www.daraz.pk/products/redmi-note-10-4g-new-soft-matte-ultra-slim-phone-case-back-cover-i220777440-s1444025338.html?search=1
107,Vantime for Xiaomi Redmi Note 11S / Redmi Note 11 4G Case Soft Sandstone Slim Matte Cover,Rs. 662,4.5,False,True,92%,100%,https://www.daraz.pk/products/11s-11-i272789283-s1485890986.html?search=1
108,Redmi Note 9s / Note 9 Pro Soft Matt Color Button Camera Protection TPU Design Case Matte Scrub Shockproof Back Cover,Rs. 240,4.6,True,False,91%,100%,https://www.daraz.pk/products/redmi-note-9s-note-9-pro-soft-matt-color-button-camera-protection-tpu-design-case-matte-scrub-shockproof-back-cover-i170824154-s1341058148.html?search=1
109,Lenuo for Xiaomi Redmi Note 11 Pro 4G / Redmi Note 11E Pro 5G Case 4-corner Shockproof Protection Silicon Bumper + PC Frosted Semi Transparent Phone Back Cover,Rs. 989,4.3,False,True,91%,100%,https://www.daraz.pk/products/lenuo-for-xiaomi-redmi-note-11-pro-4g-redmi-note-11e-pro-5g-case-4-corner-shockproof-protection-silicon-bumper-pc-frosted-semi-transparent-phone-back-cover-i295509307-s1594622627.html?search=1
110,Redmi Note 9 Ceramic Matte Protector for PUBG Gaming Unbreakable Antishock Hybrid film 9D/11D/21D Fiber Nano Sheet,Rs. 77,4.6,True,False,85%,100%,https://www.daraz.pk/products/redmi-note-9-ceramic-matte-protector-for-pubg-gaming-unbreakable-antishock-hybrid-film-9d11d21d-fiber-nano-sheet-i221402853-s1436060481.html?search=1
111,【Sroof】Liquid Silicone Xiaomi Redmi Note 11 11s Macaron Candy Color TPU Shockproof Soft Phone Case Shell Protector Cover,Rs. 581,4.6,True,False,89%,100%,https://www.daraz.pk/products/sroofliquid-silicone-xiaomi-redmi-note-11-11s-macaron-candy-color-tpu-shockproof-soft-phone-case-shell-protector-cover-i345369496-s1771694104.html?search=1
112,TA for Redmi Note 10 Note 10S Back Cover Hello Kitty Mirror Folding Bracket Luxury 6D Plating Case Soft Silicone Square Phone Case for Girls,Rs. 741,4.5,False,False,92%,100%,https://www.daraz.pk/products/ta-for-redmi-note-10-note-10s-back-cover-hello-kitty-mirror-folding-bracket-luxury-6d-plating-case-soft-silicone-square-phone-case-for-girls-i379084398-s1870465305.html?search=1
113,UCUC for Redmi Note 11 Note 11S Back Cover Cute kitty Mirror Multifunction Folding Bracket Luxury 6D Plating Case Soft Silicone Square Phone Cases for Boys for Girls,Rs. 707,4.4,False,True,92%,100%,https://www.daraz.pk/products/ucuc-for-redmi-note-11-note-11s-back-cover-cute-kitty-mirror-multifunction-folding-bracket-luxury-6d-plating-case-soft-silicone-square-phone-cases-for-boys-for-girls-i382384715-s1883596405.html?search=1
114,Xiaomi Redmi Note 9 Airbag anti shock Drop Resistance Crystal Clear Back Cover Case Flexible and Soft With Camera Protection Bump,Rs. 139,4.7,False,False,90%,100%,https://www.daraz.pk/products/9-i341263193-s1758076734.html?search=1
115,UCUC for Xiaomi Redmi Note 9 Pro Back Cover + Free Lanyard Luxury 6D Plating Case Side Pattern Soft Silicone Square Mobile Phone Cases,Rs. 483,4.7,False,True,92%,100%,https://www.daraz.pk/products/ucuc-for-xiaomi-redmi-note-9-pro-back-cover-free-lanyard-luxury-6d-plating-case-side-pattern-soft-silicone-square-mobile-phone-cases-i263385653-s1480481114.html?search=1
116,Xiaomi Redmi Note 8 Soft Silicone Back Cover TPU Transparent Case With Camera Protection,Rs. 139,4.7,False,False,91%,100%,https://www.daraz.pk/products/8-tpu-i392282959-s1916195168.html?search=1
117,Jizetin for Redmi Note 11 / Note 11S Back Cover Funny Bear Lambskin Texture PU Leather Back For Girls Boys Soft Phone Case,Rs. 551,4.8,False,True,94%,100%,https://www.daraz.pk/products/jizetin-for-redmi-note-11-note-11s-back-cover-funny-bear-lambskin-texture-pu-leather-back-for-girls-boys-soft-phone-case-i356443583-s1794120935.html?search=1
118,Xiaomi Redmi Note 9 Back Cover MATTE BLACK FLEXIBLE TPU CASE With Camera Protection,Rs. 179,4.6,False,False,90%,100%,https://www.daraz.pk/products/9-tpu-i351769669-s1784012516.html?search=1
119,For Redmi Note 12S 4G Case Camera Protection Back Cover Shockproof Casing Shell Silicone Softcase,Rs. 763,4.8,True,False,92%,100%,https://www.daraz.pk/products/for-redmi-note-12s-4g-case-camera-protection-back-cover-shockproof-casing-shell-silicone-softcase-i424533450-s2011019179.html?search=1
120,UCUC for Xiaomi Redmi Note 10 / Redmi Note 10S Back Cover + Free Lanyard Butterflies Fly Luxury 6D Plating Case Side Pattern Soft Silicone Square Mobile Phone Cases,Rs. 565,4.3,False,True,92%,100%,https://www.daraz.pk/products/ucuc-for-xiaomi-redmi-note-10-redmi-note-10s-back-cover-free-lanyard-butterflies-fly-luxury-6d-plating-case-side-pattern-soft-silicone-square-mobile-phone-cases-i272597967-s1485783538.html?search=1
121,For Xiaomi Redmi Note 11 Sense of Buckled Calf Leather Sheath Phone Safety Sheath Flip-type Protective Case All-inclusive Shatter-resistant Magnetic Buckle Wallet With Female Men's Card Wallet Case,"Rs. 1,072",4.6,True,False,86%,100%,https://www.daraz.pk/products/for-xiaomi-redmi-note-11-sense-of-buckled-calf-leather-sheath-phone-safety-sheath-flip-type-protective-case-all-inclusive-shatter-resistant-magnetic-buckle-wallet-with-female-mens-card-wallet-case-i387323123-s1910145298.html?search=1
122,Lereach For Xiaomi Redmi Note 11 / Note 11s Phone Case Skin-Friendy Concave Panel Liquid Silicone Shockproof TPU Phone Back Cover,Rs. 811,4.7,True,False,90%,100%,https://www.daraz.pk/products/11-11s-tpu-i345324469-s1771556446.html?search=1
123,For Xiaomi Redmi Note 12 4G Sheepskin Leather Silicone Phone Back Case Cover for Xiaomi Redmi Note 12 4G Magnetic Silicone Bumper Cover Luxury Leather Skin Back Cover,Rs. 662,4.6,False,False,82%,99%,https://www.daraz.pk/products/for-xiaomi-redmi-note-12-4g-sheepskin-leather-silicone-phone-back-case-cover-for-xiaomi-redmi-note-12-4g-magnetic-silicone-bumper-cover-luxury-leather-skin-back-cover-i416005191-s1976477898.html?search=1
124,Biruiqu For Redmi Note 11 11s Hybrid Soft TPU Deer Pattern Leather Shockproof Case Cover,Rs. 617,4.6,True,False,89%,100%,https://www.daraz.pk/products/11s-tpu-i282623907-s1520663344.html?search=1
125,Hontinga for Redmi Note 9 Pro / Note 9S / Note 9 Pro Max Back Cover PU Leather Cartoon Ice Bear Case Soft Silicone Edge Phone Cases,Rs. 565,4.8,False,True,93%,100%,https://www.daraz.pk/products/hontinga-for-redmi-note-9-pro-note-9s-note-9-pro-max-back-cover-pu-leather-cartoon-ice-bear-case-soft-silicone-edge-phone-cases-i359775735-s1804369552.html?search=1
126,For Xiaomi Redmi Note 9S Redmi Note 9 Pro Redmi Note 9 Pro Max Phone Cases Shockproof Protection Camera Lens Slide Cover TPU+PC Thick Armor Hard Ring Kickstand Back Cover,Rs. 879,4.5,True,False,88%,100%,https://www.daraz.pk/products/14-tpu-i357054308-s1796086309.html?search=1
127,Pack of 3- Xiaomi Redmi Note 9S 9D 21D Tempered Glass Black Border Transaprent Screen Protector + Back Clear Jelly/ Matte Anti-Slip Protector Soft Skin Sheet Film Protection + 9H Flexible Camera Lens Protector For Xiaomi Redmi Note 9S - Transparent,Rs. 159,3.5,True,False,66%,37%,https://www.daraz.pk/products/3-9s-9d-21d-9h-9s-i405191827-s1950841833.html?search=1
128,Xiaomi Redmi Note 11 Camera Protection ShockProof Anti-Burst Scratch Proof Transparent TPU Mobile Back Case,Rs. 116,4.7,True,False,89%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-11-camera-protection-shockproof-anti-burst-scratch-proof-transparent-tpu-mobile-back-case-i282799601-s1521885581.html?search=1
129,Jizetin for Redmi Note 10 / Note 10S Back Cover Funny Bear Lambskin Texture PU Leather Back For Girls Boys Soft Phone Case,Rs. 551,4.9,False,True,94%,100%,https://www.daraz.pk/products/jizetin-for-redmi-note-10-note-10s-back-cover-funny-bear-lambskin-texture-pu-leather-back-for-girls-boys-soft-phone-case-i356445414-s1794122447.html?search=1
130,Biruiqu For Redmi Note 10 Pro Hybrid Soft TPU Deer Pattern Leather Shockproof Case Cover,Rs. 671,4.7,True,False,89%,100%,https://www.daraz.pk/products/10-tpu-i220514216-s1434164324.html?search=1
131,Xiaomi Redmi Note 10 / Xiaomi Redmi Note 10S Soft Silicone TPU Transparent Back Cover With Camera Protection,Rs. 139,4.8,False,False,88%,100%,https://www.daraz.pk/products/10-10s-tpu-i350489811-s1781777558.html?search=1
132,Thick Armor For Xiaomi Redmi 10A Redmi 9C Mobile Phone Case TPU+PC Hard Ring Car Ring Bracket Shockproof Back Cover Camera Protection,Rs. 879,4.8,True,False,88%,100%,https://www.daraz.pk/products/14-tpu-i357419714-s1798684941.html?search=1
133,Hontinga for Redmi Note 12 4G Back Cover Cartoon Astronaut Side Design Phone Case Square Soft Liquid Silicone Mobile Cover,Rs. 589,4.8,False,True,93%,100%,https://www.daraz.pk/products/hontinga-for-redmi-note-12-4g-back-cover-cartoon-astronaut-side-design-phone-case-square-soft-liquid-silicone-mobile-cover-i416438789-s1977631908.html?search=1
134,Xiaomi Redmi Note 10 Pro Max 4G Soft Silicon Matte Black Back Cover Case Airbag Antishock With Camera Protection Bump,Rs. 179,4.5,False,False,88%,100%,https://www.daraz.pk/products/10-4g-i366680222-s1820591566.html?search=1
135,Xiaomi Redmi Note 10 4G - Transparent Shockproof Back Cover Case for Xiaomi Redmi Note 10 4G,Rs. 183,4.7,True,False,90%,97%,https://www.daraz.pk/products/xiaomi-redmi-note-10-4g-transparent-shockproof-back-cover-case-for-xiaomi-redmi-note-10-4g-i395954178-s1921123950.html?search=1
136,AMORVOR for Redmi Note 12 4G Back Cover Luxury Marble Hard Phone Case Camera Protection Mobile Cover,Rs. 653,4.1,False,True,93%,100%,https://www.daraz.pk/products/amorvor-for-redmi-note-12-4g-back-cover-luxury-marble-hard-phone-case-camera-protection-mobile-cover-i429975795-s2047623205.html?search=1
137,Biruiqu For Redmi Note 8 Pro Hybrid Soft TPU Deer Pattern Leather Shockproof Case Cover,Rs. 692,4.8,True,False,89%,100%,https://www.daraz.pk/products/8-tpu-i176114488-s1349512602.html?search=1
138,Hontinga for Redmi Note 11 Note 11S Back Cover Colorful Butterflies All-inclusive Film Hard Phone Case Camera Protection Mobile Cover,Rs. 594,4.8,False,True,93%,100%,https://www.daraz.pk/products/hontinga-for-redmi-note-11-note-11s-back-cover-colorful-butterflies-all-inclusive-film-hard-phone-case-camera-protection-mobile-cover-i430131816-s2048474776.html?search=1
139,Hontinga for Redmi Note 11 / Note 11S Back Cover Cartoon Astronaut Side Design Case Soft Square Edge Liquid Silicone Phone Cases,Rs. 579,4.8,False,True,93%,100%,https://www.daraz.pk/products/hontinga-for-redmi-note-11-note-11s-back-cover-cartoon-astronaut-side-design-case-soft-square-edge-liquid-silicone-phone-cases-i273416324-s1486578124.html?search=1
140,For Redmi Note 10 4G Case Camera Protection Back Cover Shockproof Casing Shell Silicone Softcase,Rs. 850,5.0,True,False,92%,100%,https://www.daraz.pk/products/for-redmi-note-10-4g-case-camera-protection-back-cover-shockproof-casing-shell-silicone-softcase-i343851592-s1766603434.html?search=1
141,Xiaomi Redmi Note 9S ShockProof Anti-Burst Scratch Proof Transparent TPU Mobile Back Case,Rs. 126,4.5,True,False,89%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-9s-shockproof-anti-burst-scratch-proof-transparent-tpu-mobile-back-case-i146342726-s1309096225.html?search=1
142,Xiaomi Redmi Note 12S Back Rear Anti shock Proof Transparent 9h Flexible Camera Lens Protector,Rs. 76,3.0,True,False,66%,37%,https://www.daraz.pk/products/12s-9h-i433274162-s2077516120.html?search=1
143,Hontinga for Redmi Note 11 Note 11S Back Cover Luxury Marble All-inclusive Film Hard Phone Case Camera Protection Mobile Cover,Rs. 664,5.0,True,True,93%,100%,https://www.daraz.pk/products/hontinga-for-redmi-note-11-note-11s-back-cover-luxury-marble-all-inclusive-film-hard-phone-case-camera-protection-mobile-cover-i420548551-s1986112219.html?search=1
144,Xiaomi Redmi Note 8 Pro Matte Black Flexible TPU Case Antishock Slim Back Cover - Shockproof,Rs. 130,4.7,False,False,91%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-8-pro-matte-black-flexible-tpu-case-antishock-slim-back-cover-shockproof-i221597760-s1436545279.html?search=1
145,Hontinga for Redmi Note 12 4G Back Cover Colorful Butterflies All-inclusive Film Hard Phone Case Camera Protection Mobile Cover,Rs. 594,4.6,False,True,93%,100%,https://www.daraz.pk/products/hontinga-for-redmi-note-12-4g-back-cover-colorful-butterflies-all-inclusive-film-hard-phone-case-camera-protection-mobile-cover-i430130545-s2048469389.html?search=1
146,Pack of 3 -Xiaomi Redmi Note 11 Full Black 9D 21D 6D Tempered Glass Screen Protector + Back Matte Protector Soft Skin Sheet Film + Camera Lens Glass Protector For note 11 - Transparent,Rs. 385,4.8,True,False,77%,80%,https://www.daraz.pk/products/3-11-9d-21d-6d-11-i269678417-s1483529787.html?search=1
147,For Xiaomi Redmi Note 10 Pro - Transparent Shockproof Back Cover Case For Xiaomi Redmi Note 10 Pro,Rs. 174,4.8,True,False,90%,97%,https://www.daraz.pk/products/for-xiaomi-redmi-note-10-pro-transparent-shockproof-back-cover-case-for-xiaomi-redmi-note-10-pro-i395953285-s1921124864.html?search=1
148,"For Xiaomi Redmi Note 12 4G Case,with Bracelet Gradient Color 3D Cartoon Pattern Soft Shockproof Phone Case","Rs. 1,075",5.0,False,False,93%,100%,https://www.daraz.pk/products/for-xiaomi-redmi-note-12-4g-casewith-bracelet-gradient-color-3d-cartoon-pattern-soft-shockproof-phone-case-i430535441-s2053199586.html?search=1
149,Xiaomi Redmi Note 8 Pro Soft Silicon Matte Black Back Cover Case Airbag Antishock With Camera Protection Bump,Rs. 179,4.9,False,False,88%,100%,https://www.daraz.pk/products/8-i366647855-s1820532667.html?search=1
150,Thick Armor For Xiaomi Redmi Note 11 / Note 11S Mobile Phone Case TPU+PC Hard Ring Car Ring Bracket Shockproof Back Cover Camera Protection,Rs. 879,4.6,True,False,88%,100%,https://www.daraz.pk/products/14-tpu-i357089942-s1796383742.html?search=1
151,BILI for Redmi Note 8 Cover Yellow Flower Lens Protection Soft PU Leather Phone Cases,Rs. 558,5.0,False,False,91%,100%,https://www.daraz.pk/products/bili-for-redmi-note-8-cover-yellow-flower-lens-protection-soft-pu-leather-phone-cases-i386164248-s1907947323.html?search=1
152,Xiaomi Redmi Note 8 Airbag ShockProof Transparent TPU Mobile Back Case,Rs. 139,4.5,True,False,89%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-8-airbag-shockproof-transparent-tpu-mobile-back-case-i425362059-s2014725850.html?search=1
153,Jizetin for Redmi Note 11 / Note 11S Back Cover Bear Daily Activity Lambskin Texture PU Leather Back For Girls Boys Soft Phone Case,Rs. 551,4.4,False,True,94%,100%,https://www.daraz.pk/products/jizetin-for-redmi-note-11-note-11s-back-cover-bear-daily-activity-lambskin-texture-pu-leather-back-for-girls-boys-soft-phone-case-i356399940-s1794022664.html?search=1
154,Jizetin for Redmi 9C / Redmi 10A Back Cover Black Purple Butterfly Square Camera Hole Shockproof Protection Soft Silicone Phone Case,Rs. 493,4.8,False,True,94%,100%,https://www.daraz.pk/products/jizetin-for-redmi-9c-redmi-10a-back-cover-black-purple-butterfly-square-camera-hole-shockproof-protection-soft-silicone-phone-case-i389169762-s1913228245.html?search=1
155,UCUC for Redmi Note 11 Note 11S Back Cover Star Moon Astronaut Soft Drop Resistant Phone Case,Rs. 568,5.0,False,True,92%,100%,https://www.daraz.pk/products/ucuc-for-redmi-note-11-note-11s-back-cover-star-moon-astronaut-soft-drop-resistant-phone-case-i352852276-s1785810177.html?search=1
156,Xiaomi Redmi Note 5 Pro Anti Shock Drop Resistance Transparent TPU Case Silicone Back Cover (1MM),Rs. 139,5.0,False,False,86%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-5-pro-anti-shock-drop-resistance-transparent-tpu-case-silicone-back-cover-1mm-i214085045-s1422797123.html?search=1
157,Hontinga for Redmi 9C / Redmi 10A Case Cartoon Magazine Style Side Design Back Cover Soft Square Edge Liquid Silicone Phone Cases,Rs. 579,5.0,False,True,93%,100%,https://www.daraz.pk/products/hontinga-for-redmi-9c-redmi-10a-case-cartoon-magazine-style-side-design-back-cover-soft-square-edge-liquid-silicone-phone-cases-i258134342-s1475041301.html?search=1
158,Xiaomi Redmi Note 8 Pro Antishock Drop Resistance Armor Back Cover,Rs. 425,4.8,False,False,88%,100%,https://www.daraz.pk/products/8-i193622314-s1387358911.html?search=1
159,BILI for Redmi Note 12 4G Back Cover Pink Butterfly for Boys Girls Multicolor Liquid Silicone Case Soft Square Lens Protection Phone Cases,Rs. 569,4.9,False,False,91%,100%,https://www.daraz.pk/products/bili-for-redmi-note-12-4g-back-cover-pink-butterfly-for-boys-girls-multicolor-liquid-silicone-case-soft-square-lens-protection-phone-cases-i415180421-s1974433199.html?search=1
160,Vantime for Xiaomi Redmi Note 12 4G Case Fabric Texture Slim Matte Back Cover,Rs. 850,4.6,False,True,92%,100%,https://www.daraz.pk/products/vantime-for-xiaomi-redmi-note-12-4g-case-fabric-texture-slim-matte-back-cover-i421712456-s1993416199.html?search=1
161,For Xiaomi Redmi Note 8 Pro Phone Cases Shockproof Protection Camera Lens Slide Cover TPU+PC Thick Armor Hard Ring Kickstand Back Cover,Rs. 879,4.7,True,False,88%,100%,https://www.daraz.pk/products/14-tpu-i357021146-s1916941050.html?search=1
162,Vantime for Xiaomi Redmi Note 12 4G Case Kickstand Camera Lens Protect Cover,Rs. 988,4.8,False,True,92%,100%,https://www.daraz.pk/products/vantime-for-xiaomi-redmi-note-12-4g-case-kickstand-camera-lens-protect-cover-i424353687-s2010533269.html?search=1
163,Xiaomi Redmi 10A / Redmi 9C Airbag ShockProof Anti-Burst Scratch Proof Transparent TPU Mobile Back Case,Rs. 139,4.6,True,False,89%,100%,https://www.daraz.pk/products/xiaomi-redmi-10a-redmi-9c-airbag-shockproof-anti-burst-scratch-proof-transparent-tpu-mobile-back-case-i359717464-s1804293647.html?search=1
164,Jizetin for Redmi Note 10 / Note 10S Back Cover Cloud Astronaut Lambskin Texture PU Leather Back For Girls Boys Soft Phone Case,Rs. 551,5.0,False,True,94%,100%,https://www.daraz.pk/products/jizetin-for-redmi-note-10-note-10s-back-cover-cloud-astronaut-lambskin-texture-pu-leather-back-for-girls-boys-soft-phone-case-i396367080-s1921672760.html?search=1
165,Hontinga for Redmi Note 11 / Note 11S Back Cover Fashion Racing Side Design Case Square Edge Liquid Silicone Phone Case,Rs. 579,4.8,False,True,93%,100%,https://www.daraz.pk/products/hontinga-for-redmi-note-11-note-11s-back-cover-fashion-racing-side-design-case-square-edge-liquid-silicone-phone-case-i274533472-s1488203729.html?search=1
166,Hontinga for Redmi Note 9 Pro Note 9S Note 9 Pro Max Back Cover Luxury Marble All-inclusive Film Hard Phone Case Camera Protection Mobile Cover,Rs. 664,4.5,False,True,93%,100%,https://www.daraz.pk/products/hontinga-for-redmi-note-9-pro-note-9s-note-9-pro-max-back-cover-luxury-marble-all-inclusive-film-hard-phone-case-camera-protection-mobile-cover-i430134603-s2048477115.html?search=1
167,Xiaomi Redmi Note 9 Pro Black Matte Ceramic Glass Full Glue Edge TO Edge Born For Game Note9 Pro AGA,Rs. 96,4.4,False,False,85%,77%,https://www.daraz.pk/products/9-9-aga-i144988843-s1306812402.html?search=1
168,Xiaomi Redmi Note 8 Matte Soft Silicon Shockproof Back Cover with Camera Protection,Rs. 199,4.5,False,False,88%,100%,https://www.daraz.pk/products/x3-i294267314-s1586767558.html?search=1
169,Vantime for Xiaomi Redmi Note 11S / Redmi Note 11 4G Case Hybrid Slim Matte Cover,Rs. 870,5.0,False,True,92%,100%,https://www.daraz.pk/products/11s-11-i272791334-s1485892924.html?search=1
170,Redmi Note 11 Pro Back Cover Transparent Soft Silicone Crystal Clear Case For Redmi Note 11 Pro,Rs. 175,5.0,True,False,89%,67%,https://www.daraz.pk/products/redmi-note-11-pro-back-cover-transparent-soft-silicone-crystal-clear-case-for-redmi-note-11-pro-i397522473-s1924214020.html?search=1
171,UCUC for Xiaomi Redmi Note 10 Back Cover + Free Lanyard Luxury 6D Plating Case Side Pattern Soft Silicone Square Mobile Phone Cases,Rs. 483,4.8,False,True,92%,100%,https://www.daraz.pk/products/ucuc-for-xiaomi-redmi-note-10-back-cover-free-lanyard-luxury-6d-plating-case-side-pattern-soft-silicone-square-mobile-phone-cases-i263389491-s1480467683.html?search=1
172,XIAOMI REDMI NOTE 11 4G CAMERA GLASS PROTECTOR / 9D CAMERA GLASS PROTECTOR FOR REDMI NOTE 11 / TEMPERED CAMERA GLASS PROTECTOR FOR XIAOMI REDMI NOTE 11 / REDMI NOTE 11 3D CAMERA GLASS PROTECTOR / TOP QUALITY 9D CAMERA GLASS PROTECTOR XIAOMI REDMI NOTE 11,Rs. 241,4.9,False,False,92%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-11-4g-camera-glass-protector-9d-camera-glass-protector-for-redmi-note-11-tempered-camera-glass-protector-for-xiaomi-redmi-note-11-redmi-note-11-3d-camera-glass-protector-top-quality-9d-camera-glass-protector-xiaomi-redmi-note-11-i271427811-s1484697480.html?search=1
173,For Xiaomi Redmi Note 9s/Note9 Pro Case Mix Color Fashion Slim Back Cover Camera Protection Hardcase Leather Business Casing Compatible with Magnetic Car Holder,Rs. 871,4.9,True,False,92%,100%,https://www.daraz.pk/products/9s-9-i227029811-s1446625893.html?search=1
174,Vantime for Xiaomi Redmi Note 10 4G / Redmi Note 10S Case Soft Sandstone Slim Matte Cover,Rs. 662,4.5,False,True,92%,100%,https://www.daraz.pk/products/10-4g-10s-i214438714-s1423367667.html?search=1
175,Vantime for Xiaomi Redmi Note 12 Pro 4G Case Soft Sandstone Slim Matte Cover,Rs. 655,3.9,False,True,92%,100%,https://www.daraz.pk/products/vantime-for-xiaomi-redmi-note-12-pro-4g-case-soft-sandstone-slim-matte-cover-i430062293-s2048182374.html?search=1
176,UCUC for Redmi Note 9 Back Cover Cute kitty Mirror Multifunction Folding Bracket Luxury 6D Plating Case Soft Silicone Square Phone Cases for Boys for Girls,Rs. 707,4.6,False,True,92%,100%,https://www.daraz.pk/products/ucuc-for-redmi-note-9-back-cover-cute-kitty-mirror-multifunction-folding-bracket-luxury-6d-plating-case-soft-silicone-square-phone-cases-for-boys-for-girls-i382404275-s1883616405.html?search=1
177,Biruiqu For Redmi Note 12 4G Hybrid Soft TPU Deer Pattern Leather Shockproof Case Cover,Rs. 692,5.0,True,False,89%,100%,https://www.daraz.pk/products/12-4g-tpu-i423762793-s2007255622.html?search=1
178,Biruiqu For Redmi Note 10 5G Hybrid Soft TPU Deer Pattern Leather Shockproof Case Cover,Rs. 657,4.4,True,False,89%,100%,https://www.daraz.pk/products/10-5-tpu-i220990909-s1435014928.html?search=1
179,Redmi Note 7 / Note 7 Pro Back Glass Battery Cover Rear Door Housing Case For Redmi Note 7 / Note 7 Pro Back Battery Glass Cover Replacement,Rs. 809,4.9,True,False,85%,100%,https://www.daraz.pk/products/redmi-note-7-note-7-pro-back-glass-battery-cover-rear-door-housing-case-for-redmi-note-7-note-7-pro-back-battery-glass-cover-replacement-i369494022-s1830195917.html?search=1
180,Mi Redmi Note 8 Pro Back Cover Transparent Soft Silicone Crystal Clear Case TPU For Mi Redmi Note 8 Pro,Rs. 225,4.8,True,False,79%,69%,https://www.daraz.pk/products/mi-redmi-note-8-pro-back-cover-transparent-soft-silicone-crystal-clear-case-tpu-for-mi-redmi-note-8-pro-i426009843-s2021908883.html?search=1
181,Tokifu For Redmi Note 11 Casing The New Liquid Silicone Phone Case Camera Lens All-inclusive Shockproof Cover Cases,Rs. 563,4.7,False,False,88%,100%,https://www.daraz.pk/products/11-i345905592-s1772632793.html?search=1
